,AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,Class
309,70937,1640.005,460.0704,207.4556,0.8926,300.5325,0.8903,79679,0.6278,2.2177,0.3314,0.6532,0.0065,0.0029,0.4267,0.9463,Kirmizi_Pistachio
310,64511,1050.392,424.7689,196.504,0.8866,286.5972,0.9743,66212,0.7521,2.1616,0.7348,0.6747,0.0066,0.003,0.4552,0.9841,Kirmizi_Pistachio
311,81796,1212.734,470.0532,228.8208,0.8735,322.7164,0.9471,86362,0.7502,2.0542,0.6989,0.6866,0.0057,0.0028,0.4714,0.9683,Kirmizi_Pistachio
312,80039,2340.4561,436.4743,272.2351,0.7817,319.2316,0.8573,93362,0.6467,1.6033,0.1836,0.7314,0.0055,0.0034,0.5349,0.8576,Siit_Pistachio
313,70220,1217.2271,437.8213,214.6285,0.8716,299.0098,0.9267,75771,0.7174,2.0399,0.5956,0.6829,0.0062,0.0031,0.4664,0.9515,Kirmizi_Pistachio
314,85841,1186.51,466.222,239.9589,0.8574,330.5997,0.9704,88463,0.7551,1.9429,0.7662,0.7091,0.0054,0.0028,0.5028,0.977,Siit_Pistachio
315,86567,1225.095,413.5565,268.9026,0.7597,331.9948,0.973,88966,0.6972,1.5379,0.7248,0.8028,0.0048,0.0031,0.6445,0.9911,Siit_Pistachio
316,53594,1321.155,386.377,182.4593,0.8815,261.224,0.928,57755,0.7157,2.1176,0.3858,0.6761,0.0072,0.0034,0.4571,0.9679,Kirmizi_Pistachio
317,64724,2328.0759,395.7626,221.0943,0.8294,287.0699,0.8523,75936,0.6011,1.79,0.1501,0.7254,0.0061,0.0034,0.5261,0.9418,Kirmizi_Pistachio
318,44718,1162.8149,369.3985,169.8056,0.8881,238.6142,0.8659,51643,0.5655,2.1754,0.4156,0.646,0.0083,0.0038,0.4173,0.9077,Kirmizi_Pistachio
319,80345,1748.5389,430.1092,264.7543,0.7881,319.8412,0.9066,88619,0.7165,1.6246,0.3302,0.7436,0.0054,0.0033,0.553,0.8984,Siit_Pistachio
320,81647,1121.625,448.5992,235.9483,0.8505,322.4224,0.9835,83017,0.7656,1.9013,0.8156,0.7187,0.0055,0.0029,0.5166,0.9821,Kirmizi_Pistachio
321,64171,1246.566,422.1065,202.6068,0.8773,285.841,0.922,69600,0.7207,2.0834,0.5189,0.6772,0.0066,0.0032,0.4586,0.9554,Kirmizi_Pistachio
322,92544,1169.63,464.4752,254.748,0.8362,343.2647,0.9921,93282,0.7556,1.8233,0.8501,0.739,0.005,0.0028,0.5462,0.9958,Siit_Pistachio
323,106514,1405.6541,473.1535,291.6611,0.7874,368.2633,0.9651,110364,0.7885,1.6223,0.6774,0.7783,0.0044,0.0027,0.6058,0.9827,Siit_Pistachio
324,60009,1132.484,405.3165,192.7359,0.8797,276.416,0.9553,62815,0.7488,2.103,0.588,0.682,0.0068,0.0032,0.4651,0.9781,Kirmizi_Pistachio
325,68690,1393.833,404.2966,230.195,0.8221,295.7344,0.9094,75536,0.7537,1.7563,0.4443,0.7315,0.0059,0.0034,0.5351,0.9397,Kirmizi_Pistachio
326,63738,1120.994,407.6421,202.0479,0.8685,284.875,0.9564,66644,0.7213,2.0176,0.6374,0.6988,0.0064,0.0032,0.4884,0.9853,Kirmizi_Pistachio
327,97686,2266.385,474.3841,292.3679,0.7875,352.6722,0.8989,108671,0.6967,1.6226,0.239,0.7434,0.0049,0.003,0.5527,0.8968,Siit_Pistachio
328,75639,1164.824,473.6581,203.8734,0.9026,310.333,0.9846,76819,0.7991,2.3233,0.7005,0.6552,0.0063,0.0027,0.4293,0.9973,Kirmizi_Pistachio
329,95857,1916.952,419.3987,317.5701,0.6532,349.355,0.9037,106074,0.6913,1.3206,0.3278,0.833,0.0044,0.0033,0.6939,0.9164,Siit_Pistachio
330,77186,1120.665,412.1001,252.0425,0.7912,313.4904,0.9287,83114,0.7544,1.635,0.7723,0.7607,0.0053,0.0033,0.5787,0.9462,Siit_Pistachio
331,84116,1185.657,436.4557,250.6591,0.8186,327.2611,0.9579,87812,0.7727,1.7412,0.7519,0.7498,0.0052,0.003,0.5622,0.979,Siit_Pistachio
332,50883,1067.8051,429.0406,155.4648,0.932,254.5314,0.9705,52429,0.7345,2.7597,0.5608,0.5933,0.0084,0.0031,0.352,0.9713,Kirmizi_Pistachio
333,90542,1284.462,470.7375,271.6736,0.8167,339.5315,0.8834,102493,0.6979,1.7327,0.6896,0.7213,0.0052,0.003,0.5202,0.9014,Siit_Pistachio
334,72345,1368.713,418.4174,224.5171,0.8438,303.5004,0.9387,77070,0.6268,1.8636,0.4853,0.7254,0.0058,0.0031,0.5261,0.9805,Kirmizi_Pistachio
335,100634,1260.0811,481.9576,266.369,0.8334,357.9542,0.9925,101396,0.7059,1.8094,0.7964,0.7427,0.0048,0.0026,0.5516,0.9981,Siit_Pistachio
336,52223,1621.455,350.1826,269.9057,0.6371,257.8612,0.7218,72347,0.5785,1.2974,0.2496,0.7364,0.0067,0.0052,0.5422,0.7035,Kirmizi_Pistachio
337,86534,1176.656,439.8831,258.3506,0.8094,331.9315,0.9545,90662,0.745,1.7027,0.7854,0.7546,0.0051,0.003,0.5694,0.9695,Siit_Pistachio
338,59860,1536.377,426.6246,189.4967,0.8959,276.0727,0.8997,66536,0.6971,2.2514,0.3187,0.6471,0.0071,0.0032,0.4188,0.9428,Kirmizi_Pistachio
339,79179,1101.115,434.6501,232.7365,0.8446,317.5119,0.991,79902,0.8006,1.8676,0.8206,0.7305,0.0055,0.0029,0.5336,0.9966,Kirmizi_Pistachio
340,91766,1402.017,458.1723,259.6049,0.824,341.8188,0.9581,95776,0.7486,1.7649,0.5867,0.746,0.005,0.0028,0.5566,0.9823,Siit_Pistachio
341,92905,1646.5291,457.856,266.942,0.8125,343.9336,0.9448,98338,0.7177,1.7152,0.4306,0.7512,0.0049,0.0029,0.5643,0.9678,Kirmizi_Pistachio
342,104783,1258.2271,507.1621,264.8014,0.8529,365.2586,0.9934,105481,0.752,1.9153,0.8317,0.7202,0.0048,0.0025,0.5187,0.9934,Siit_Pistachio
343,75322,1100.254,429.3439,227.7799,0.8477,309.682,0.9727,77438,0.7473,1.8849,0.7819,0.7213,0.0057,0.003,0.5203,0.9806,Kirmizi_Pistachio
344,95002,1276.772,488.1952,253.0126,0.8552,347.7935,0.9652,98425,0.7135,1.9295,0.7323,0.7124,0.0051,0.0027,0.5075,0.9793,Kirmizi_Pistachio
345,69644,1146.145,410.3784,223.2957,0.839,297.7809,0.9356,74435,0.6963,1.8378,0.6662,0.7256,0.0059,0.0032,0.5265,0.9677,Kirmizi_Pistachio
346,77867,1164.859,440.2547,227.3307,0.8564,314.8704,0.9729,80038,0.7548,1.9366,0.7211,0.7152,0.0057,0.0029,0.5115,0.9906,Siit_Pistachio
347,74128,1112.328,448.9472,211.3735,0.8822,307.2177,0.9868,75122,0.7293,2.124,0.7529,0.6843,0.0061,0.0029,0.4683,0.9946,Siit_Pistachio
348,84336,2068.8411,461.2263,244.7478,0.8476,327.6888,0.9248,91189,0.7028,1.8845,0.2476,0.7105,0.0055,0.0029,0.5048,0.9512,Kirmizi_Pistachio
349,85974,1202.751,478.2428,235.4068,0.8705,330.8557,0.9537,90150,0.7376,2.0316,0.7468,0.6918,0.0056,0.0027,0.4786,0.9723,Kirmizi_Pistachio
350,66351,1271.3149,427.1792,204.8042,0.8776,290.6557,0.9283,71474,0.74,2.0858,0.5159,0.6804,0.0064,0.0031,0.463,0.9656,Kirmizi_Pistachio
351,79301,1227.236,464.2539,224.8724,0.8749,317.7565,0.9531,83206,0.5734,2.0645,0.6617,0.6844,0.0059,0.0028,0.4685,0.9672,Kirmizi_Pistachio
352,67688,1259.527,460.9236,200.5296,0.9004,293.5695,0.9242,73239,0.7102,2.2985,0.5362,0.6369,0.0068,0.003,0.4057,0.9324,Kirmizi_Pistachio
353,69906,1332.139,432.6808,232.2086,0.8438,298.3405,0.8517,82077,0.6905,1.8633,0.495,0.6895,0.0062,0.0033,0.4754,0.8859,Kirmizi_Pistachio
354,79318,2589.49,429.3032,279.5817,0.7589,317.7905,0.8666,91528,0.6634,1.5355,0.1486,0.7402,0.0054,0.0035,0.548,0.8414,Siit_Pistachio
355,51093,949.11,374.2277,179.8488,0.8769,255.0561,0.9726,52534,0.7048,2.0808,0.7128,0.6816,0.0073,0.0035,0.4645,0.9666,Kirmizi_Pistachio
356,95526,1284.6899,479.6198,258.1219,0.8428,348.7513,0.9697,98507,0.6603,1.8581,0.7273,0.7271,0.005,0.0027,0.5287,0.9824,Siit_Pistachio
357,67057,1309.957,418.0952,208.1177,0.8673,292.1979,0.9588,69938,0.5913,2.0089,0.4911,0.6989,0.0062,0.0031,0.4884,0.9812,Kirmizi_Pistachio
358,65418,1170.387,443.9166,191.6194,0.902,288.6049,0.9627,67955,0.621,2.3167,0.6001,0.6501,0.0068,0.0029,0.4227,0.9792,Kirmizi_Pistachio
359,95011,1236.037,441.5882,281.9649,0.7696,347.8099,0.96,98973,0.7412,1.5661,0.7815,0.7876,0.0046,0.003,0.6204,0.9716,Siit_Pistachio
360,101865,1931.0179,462.6656,299.2329,0.7627,360.1368,0.9144,111400,0.761,1.5462,0.3433,0.7784,0.0045,0.0029,0.6059,0.9368,Siit_Pistachio
361,61851,1005.11,402.0027,198.7818,0.8692,280.6263,0.9846,62817,0.797,2.0223,0.7694,0.6981,0.0065,0.0032,0.4873,0.9855,Kirmizi_Pistachio
362,85975,1238.7791,430.6008,255.1724,0.8055,330.8576,0.9805,87687,0.7504,1.6875,0.704,0.7684,0.005,0.003,0.5904,0.9963,Siit_Pistachio
363,76159,1338.583,463.3061,219.6175,0.8805,311.3979,0.9315,81761,0.5775,2.1096,0.5341,0.6721,0.0061,0.0029,0.4517,0.953,Kirmizi_Pistachio
364,79984,1119.152,422.6817,241.7404,0.8203,319.1219,0.9884,80923,0.7116,1.7485,0.8025,0.755,0.0053,0.003,0.57,0.9967,Siit_Pistachio
365,75516,1731.484,411.7352,245.762,0.8023,310.0806,0.9148,82546,0.7169,1.6753,0.3165,0.7531,0.0055,0.0033,0.5672,0.9502,Kirmizi_Pistachio
366,96262,1499.746,497.751,248.0822,0.8669,350.0923,0.9752,98714,0.7024,2.0064,0.5378,0.7033,0.0052,0.0026,0.4947,0.9926,Siit_Pistachio
367,93715,1297.0,495.952,242.0692,0.8728,345.4297,0.9788,95748,0.8001,2.0488,0.7001,0.6965,0.0053,0.0026,0.4851,0.9939,Siit_Pistachio
368,64467,1253.8051,411.6982,218.9355,0.8469,286.4995,0.8878,72618,0.6585,1.8805,0.5153,0.6959,0.0064,0.0034,0.4843,0.9107,Kirmizi_Pistachio
369,81483,1222.8781,417.4009,253.3814,0.7947,322.0984,0.955,85321,0.7201,1.6473,0.6847,0.7717,0.0051,0.0031,0.5955,0.981,Siit_Pistachio
370,84660,1207.87,459.2307,238.6668,0.8543,328.3176,0.9574,88426,0.7536,1.9241,0.7292,0.7149,0.0054,0.0028,0.5111,0.9835,Kirmizi_Pistachio
371,65433,1101.097,421.8546,202.0145,0.8779,288.638,0.9746,67137,0.7526,2.0882,0.6782,0.6842,0.0064,0.0031,0.4681,0.9776,Kirmizi_Pistachio
372,74256,1218.854,455.6049,212.7668,0.8843,307.4828,0.9676,76740,0.7174,2.1413,0.6281,0.6749,0.0061,0.0029,0.4555,0.9753,Kirmizi_Pistachio
373,88112,1407.214,489.6051,232.5974,0.8799,334.9443,0.9714,90707,0.5915,2.1049,0.5591,0.6841,0.0056,0.0026,0.468,0.9851,Kirmizi_Pistachio
374,84952,1240.865,432.8513,252.7727,0.8118,328.8833,0.9611,88390,0.7302,1.7124,0.6933,0.7598,0.0051,0.003,0.5773,0.9886,Siit_Pistachio
375,83309,1153.142,465.9416,228.3285,0.8717,325.6874,0.9888,84251,0.7979,2.0407,0.7873,0.699,0.0056,0.0027,0.4886,0.997,Siit_Pistachio
376,60789,1701.246,447.5554,189.5952,0.9058,278.2067,0.8829,68849,0.6803,2.3606,0.2639,0.6216,0.0074,0.0031,0.3864,0.9121,Kirmizi_Pistachio
377,91489,1264.996,475.988,257.7403,0.8407,341.3025,0.9329,98066,0.6515,1.8468,0.7185,0.717,0.0052,0.0028,0.5141,0.9495,Siit_Pistachio
378,73496,1118.403,414.9055,227.9002,0.8356,305.9052,0.9738,75474,0.7397,1.8206,0.7384,0.7373,0.0056,0.0031,0.5436,0.9896,Kirmizi_Pistachio
379,107779,2136.9519,507.4967,281.3551,0.8323,370.4436,0.9394,114733,0.7077,1.8038,0.2966,0.7299,0.0047,0.0026,0.5328,0.9611,Siit_Pistachio
380,93150,1340.954,489.1097,256.4516,0.8515,344.3868,0.9304,100116,0.7201,1.9072,0.651,0.7041,0.0053,0.0028,0.4958,0.9455,Siit_Pistachio
381,66244,1056.386,409.1532,209.4531,0.859,290.4212,0.972,68153,0.7885,1.9534,0.746,0.7098,0.0062,0.0032,0.5038,0.9842,Kirmizi_Pistachio
382,79291,1166.0179,463.1125,218.9712,0.8812,317.7364,0.9823,80721,0.766,2.1149,0.7329,0.6861,0.0058,0.0028,0.4707,0.9955,Siit_Pistachio
383,82562,1806.656,433.7142,253.6382,0.8112,324.224,0.9383,87991,0.6708,1.71,0.3179,0.7476,0.0053,0.0031,0.5588,0.9556,Siit_Pistachio
384,66895,1404.936,433.6886,201.2347,0.8858,291.8448,0.9652,69307,0.6601,2.1551,0.4259,0.6729,0.0065,0.003,0.4528,0.9759,Kirmizi_Pistachio
385,94993,1188.796,453.7733,268.4527,0.8062,347.777,0.9916,95799,0.7428,1.6903,0.8447,0.7664,0.0048,0.0028,0.5874,0.9929,Siit_Pistachio
386,66860,1065.321,423.3793,208.8442,0.8699,291.7684,0.9559,69941,0.7317,2.0272,0.7403,0.6891,0.0063,0.0031,0.4749,0.9628,Kirmizi_Pistachio
387,83004,1997.526,463.2641,255.4738,0.8342,325.0907,0.8959,92649,0.6283,1.8134,0.2614,0.7017,0.0056,0.0031,0.4924,0.893,Siit_Pistachio
388,84309,1524.917,442.2157,246.1724,0.8307,327.6363,0.9648,87388,0.7535,1.7964,0.4556,0.7409,0.0052,0.0029,0.5489,0.9861,Siit_Pistachio
389,76243,1147.8,427.4913,236.7003,0.8327,311.5696,0.9252,82410,0.691,1.806,0.7272,0.7288,0.0056,0.0031,0.5312,0.9594,Kirmizi_Pistachio
390,80607,1473.353,454.6947,252.169,0.8321,320.3623,0.8817,91425,0.5546,1.8031,0.4666,0.7046,0.0056,0.0031,0.4964,0.8951,Siit_Pistachio
391,75537,1130.6541,476.3574,203.2011,0.9045,310.1237,0.9848,76701,0.7764,2.3443,0.7425,0.651,0.0063,0.0027,0.4238,0.9936,Kirmizi_Pistachio
392,75528,1148.733,430.5677,224.5068,0.8533,310.1052,0.9806,77025,0.7591,1.9178,0.7192,0.7202,0.0057,0.003,0.5187,0.9948,Siit_Pistachio
393,50804,1369.5129,410.5071,161.1114,0.9198,254.3338,0.9281,54737,0.6813,2.548,0.3404,0.6196,0.0081,0.0032,0.3839,0.9781,Kirmizi_Pistachio
394,89860,1214.767,457.44,250.5591,0.8366,338.2504,0.9898,90787,0.7713,1.8257,0.7652,0.7394,0.0051,0.0028,0.5468,0.9982,Siit_Pistachio
395,67867,1821.156,425.1305,220.2232,0.8554,293.9574,0.9025,75195,0.714,1.9305,0.2571,0.6915,0.0063,0.0032,0.4781,0.923,Kirmizi_Pistachio
396,96253,1795.7531,449.7296,283.0829,0.777,350.0759,0.9558,100707,0.7361,1.5887,0.3751,0.7784,0.0047,0.0029,0.6059,0.9626,Siit_Pistachio
397,73292,1119.108,423.9817,231.4563,0.8378,305.4804,0.9152,80083,0.7049,1.8318,0.7354,0.7205,0.0058,0.0032,0.5191,0.9509,Kirmizi_Pistachio
398,62796,1055.942,405.3915,201.9574,0.8671,282.762,0.9635,65176,0.7645,2.0073,0.7077,0.6975,0.0065,0.0032,0.4865,0.9766,Kirmizi_Pistachio
399,88357,2152.5439,445.4917,278.173,0.7811,335.4096,0.9071,97403,0.7421,1.6015,0.2396,0.7529,0.005,0.0031,0.5669,0.9078,Siit_Pistachio
400,78934,1145.325,463.9708,224.5346,0.8751,317.0203,0.9763,80847,0.724,2.0664,0.7562,0.6833,0.0059,0.0028,0.4669,0.9647,Kirmizi_Pistachio
401,102609,1202.489,465.4884,281.4626,0.7965,361.4496,0.9948,103149,0.7506,1.6538,0.8917,0.7765,0.0045,0.0027,0.6029,0.9972,Siit_Pistachio
402,72609,1379.6169,436.4203,223.1518,0.8594,304.0537,0.8986,80804,0.7094,1.9557,0.4794,0.6967,0.006,0.0031,0.4854,0.9493,Kirmizi_Pistachio
403,76437,1181.916,457.7971,216.4241,0.8812,311.9657,0.9707,78747,0.5818,2.1153,0.6876,0.6814,0.006,0.0028,0.4644,0.9823,Siit_Pistachio
404,100287,1519.583,445.1551,295.4355,0.748,357.3365,0.9418,106479,0.6967,1.5068,0.5458,0.8027,0.0044,0.0029,0.6444,0.9709,Siit_Pistachio
405,75029,1459.381,421.1766,240.2017,0.8214,309.0791,0.936,80155,0.6927,1.7534,0.4427,0.7338,0.0056,0.0032,0.5385,0.9443,Kirmizi_Pistachio
406,116282,1319.3621,513.4813,289.3589,0.8261,384.779,0.9889,117589,0.7592,1.7745,0.8394,0.7494,0.0044,0.0025,0.5615,0.9965,Siit_Pistachio
407,76974,1808.1899,436.1127,250.8643,0.818,313.0596,0.8982,85694,0.7183,1.7384,0.2958,0.7178,0.0057,0.0033,0.5153,0.8958,Kirmizi_Pistachio
408,79481,1810.2469,431.7867,240.7829,0.8301,318.1169,0.9561,83129,0.7501,1.7933,0.3048,0.7367,0.0054,0.003,0.5428,0.9734,Siit_Pistachio
409,77289,1183.1071,471.7619,213.2464,0.892,313.6996,0.9704,79647,0.6719,2.2123,0.6939,0.665,0.0061,0.0028,0.4422,0.9782,Kirmizi_Pistachio
410,69417,1199.814,442.4721,202.4234,0.8892,297.2953,0.9777,70998,0.7603,2.1859,0.606,0.6719,0.0064,0.0029,0.4514,0.9868,Kirmizi_Pistachio
411,87084,1221.7469,449.6449,247.7261,0.8345,332.9847,0.9907,87902,0.7407,1.8151,0.7331,0.7406,0.0052,0.0028,0.5484,0.9954,Siit_Pistachio
412,83486,1421.627,464.7994,247.9018,0.8459,326.0332,0.9357,89227,0.7235,1.8749,0.5191,0.7014,0.0056,0.003,0.492,0.9225,Kirmizi_Pistachio
413,80649,1134.808,423.9556,245.3121,0.8156,320.4458,0.975,82719,0.6554,1.7282,0.787,0.7558,0.0053,0.003,0.5713,0.9873,Siit_Pistachio
414,93587,1311.856,456.447,268.9219,0.808,345.1937,0.9452,99012,0.7586,1.6973,0.6834,0.7563,0.0049,0.0029,0.5719,0.9708,Siit_Pistachio
415,75982,1171.054,469.321,208.4384,0.896,311.0358,0.9832,77284,0.7004,2.2516,0.6963,0.6627,0.0062,0.0027,0.4392,0.9889,Kirmizi_Pistachio
416,98876,1222.9139,461.0934,276.0963,0.8009,354.8138,0.9818,100708,0.7272,1.67,0.8308,0.7695,0.0047,0.0028,0.5921,0.9889,Siit_Pistachio
417,66621,1832.5439,434.4876,201.9419,0.8854,291.2465,0.9169,72655,0.7124,2.1515,0.2493,0.6703,0.0065,0.003,0.4493,0.9668,Kirmizi_Pistachio
418,82580,1201.869,471.6422,226.6239,0.877,324.2593,0.9738,84804,0.7367,2.0812,0.7184,0.6875,0.0057,0.0027,0.4727,0.9837,Kirmizi_Pistachio
419,83962,2205.3831,431.3315,278.8109,0.763,326.9614,0.8369,100320,0.6498,1.547,0.2169,0.758,0.0051,0.0033,0.5746,0.8889,Siit_Pistachio
420,82820,1174.056,435.3692,252.6396,0.8144,324.7302,0.9494,87230,0.7285,1.7233,0.755,0.7459,0.0053,0.0031,0.5563,0.9587,Siit_Pistachio
421,75944,1206.291,409.6142,239.2557,0.8117,310.958,0.9749,77897,0.7338,1.712,0.6558,0.7591,0.0054,0.0032,0.5763,0.9867,Kirmizi_Pistachio
422,73069,2222.7971,432.1001,250.9296,0.8141,305.0153,0.8754,83471,0.7058,1.722,0.1858,0.7059,0.0059,0.0034,0.4983,0.858,Kirmizi_Pistachio
423,83401,1318.98,478.8155,227.3118,0.8801,325.8672,0.9623,86667,0.7568,2.1064,0.6024,0.6806,0.0057,0.0027,0.4632,0.9756,Kirmizi_Pistachio
424,56479,1767.281,395.8196,202.2451,0.8596,268.1628,0.8584,65794,0.6639,1.9571,0.2272,0.6775,0.007,0.0036,0.459,0.8983,Siit_Pistachio
425,70742,1064.3051,444.3815,203.5172,0.889,300.1192,0.9918,71329,0.7677,2.1835,0.7848,0.6754,0.0063,0.0029,0.4561,0.9959,Kirmizi_Pistachio
426,112216,1325.073,481.8114,297.6589,0.7863,377.9919,0.9872,113672,0.7722,1.6187,0.8031,0.7845,0.0043,0.0027,0.6155,0.9963,Siit_Pistachio
427,75687,1908.838,418.9379,262.782,0.7788,310.4315,0.8869,85336,0.6799,1.5942,0.261,0.741,0.0055,0.0035,0.5491,0.8754,Siit_Pistachio
428,77394,1240.438,437.1685,226.0955,0.8559,313.9126,0.9789,79065,0.6341,1.9336,0.6321,0.7181,0.0056,0.0029,0.5156,0.997,Siit_Pistachio
429,79688,1165.88,421.96,241.5242,0.82,318.5309,0.9836,81016,0.78,1.7471,0.7367,0.7549,0.0053,0.003,0.5698,0.9956,Siit_Pistachio
430,99923,1296.0551,455.4228,280.7125,0.7875,356.6874,0.9871,101229,0.7286,1.6224,0.7475,0.7832,0.0046,0.0028,0.6134,0.9952,Siit_Pistachio
431,61300,1054.952,429.8559,190.2546,0.8967,279.3736,0.9403,65195,0.7001,2.2594,0.6922,0.6499,0.007,0.0031,0.4224,0.9544,Kirmizi_Pistachio
432,76076,2272.136,446.1746,275.6479,0.7863,311.2282,0.8175,93056,0.6301,1.6186,0.1852,0.6975,0.0059,0.0036,0.4866,0.7876,Siit_Pistachio
433,88111,2569.4829,420.8587,289.3067,0.7263,334.9424,0.9184,95937,0.7422,1.4547,0.1677,0.7959,0.0048,0.0033,0.6334,0.9214,Siit_Pistachio
434,62622,1081.577,381.0222,215.2567,0.8251,282.37,0.9335,67086,0.7072,1.7701,0.6727,0.7411,0.0061,0.0034,0.5492,0.9721,Kirmizi_Pistachio
435,77441,2748.8569,428.3756,274.7805,0.7672,314.0079,0.8114,95443,0.6529,1.559,0.1288,0.733,0.0055,0.0035,0.5373,0.8377,Kirmizi_Pistachio
436,44735,1072.088,365.321,159.5882,0.8995,238.6595,0.9329,47952,0.7573,2.2891,0.4891,0.6533,0.0082,0.0036,0.4268,0.977,Kirmizi_Pistachio
437,77194,1191.432,455.5492,222.7852,0.8723,313.5067,0.9481,81423,0.7162,2.0448,0.6834,0.6882,0.0059,0.0029,0.4736,0.9684,Kirmizi_Pistachio
438,84537,1181.153,461.5339,235.7771,0.8597,328.079,0.9858,85753,0.7674,1.9575,0.7615,0.7108,0.0055,0.0028,0.5053,0.9891,Kirmizi_Pistachio
439,82563,1185.691,481.7438,224.5856,0.8847,324.226,0.9756,84632,0.7388,2.145,0.738,0.673,0.0058,0.0027,0.453,0.9716,Kirmizi_Pistachio
440,78375,1327.229,459.6328,222.1572,0.8754,315.8958,0.9653,81193,0.6961,2.069,0.5591,0.6873,0.0059,0.0028,0.4724,0.9773,Kirmizi_Pistachio
441,83490,1161.547,448.3226,251.6644,0.8276,326.041,0.9437,88472,0.6826,1.7814,0.7776,0.7272,0.0054,0.003,0.5289,0.9422,Siit_Pistachio
442,92486,1317.787,486.445,245.7977,0.8629,343.1572,0.9556,96781,0.7113,1.979,0.6693,0.7054,0.0053,0.0027,0.4976,0.9849,Siit_Pistachio
443,92442,1264.097,525.7289,224.7688,0.904,343.0755,0.989,93467,0.7268,2.339,0.727,0.6526,0.0057,0.0024,0.4258,0.9961,Kirmizi_Pistachio
444,81524,1336.546,454.9424,232.0323,0.8602,322.1794,0.9618,84760,0.7146,1.9607,0.5735,0.7082,0.0056,0.0028,0.5015,0.9833,Kirmizi_Pistachio
445,77562,2216.447,464.2564,227.8966,0.8712,314.2531,0.9085,85375,0.6094,2.0371,0.1984,0.6769,0.006,0.0029,0.4582,0.9334,Siit_Pistachio
446,96582,1627.579,489.8565,256.2145,0.8523,350.6737,0.9784,98716,0.7968,1.9119,0.4582,0.7159,0.0051,0.0027,0.5125,0.9798,Kirmizi_Pistachio
447,70919,2090.9409,433.6141,235.168,0.8402,300.4944,0.8548,82965,0.6895,1.8438,0.2038,0.693,0.0061,0.0033,0.4802,0.8855,Kirmizi_Pistachio
448,76581,1735.974,477.3044,226.2532,0.8805,312.2594,0.8635,88686,0.6895,2.1096,0.3193,0.6542,0.0062,0.003,0.428,0.9029,Kirmizi_Pistachio
449,69853,1062.259,432.1109,206.9556,0.8778,298.2274,0.9897,70583,0.7471,2.0879,0.7779,0.6902,0.0062,0.003,0.4763,0.9945,Kirmizi_Pistachio
450,72454,1702.651,425.6766,233.8794,0.8355,303.729,0.9234,78464,0.6792,1.8201,0.3141,0.7135,0.0059,0.0032,0.5091,0.9266,Kirmizi_Pistachio
451,73482,2621.3689,483.8589,253.1174,0.8523,305.8761,0.7864,93439,0.6051,1.9116,0.1344,0.6322,0.0066,0.0034,0.3996,0.7639,Kirmizi_Pistachio
452,96985,2202.3899,472.073,272.9789,0.8159,351.4045,0.9382,103369,0.6823,1.7293,0.2513,0.7444,0.0049,0.0028,0.5541,0.9582,Siit_Pistachio
453,78122,2067.521,427.5836,319.6553,0.6642,315.3855,0.7377,105901,0.5854,1.3376,0.2297,0.7376,0.0055,0.0041,0.5441,0.7277,Siit_Pistachio
454,76603,1674.712,450.5369,224.0249,0.8676,312.3043,0.9242,82888,0.6879,2.0111,0.3432,0.6932,0.0059,0.0029,0.4805,0.9663,Kirmizi_Pistachio
455,89942,2181.834,479.6725,256.4371,0.8451,338.4047,0.8696,103425,0.6664,1.8705,0.2374,0.7055,0.0053,0.0029,0.4977,0.931,Kirmizi_Pistachio
456,79341,1286.035,490.0181,216.3564,0.8972,317.8366,0.9557,83022,0.6746,2.2649,0.6028,0.6486,0.0062,0.0027,0.4207,0.9529,Kirmizi_Pistachio
457,73474,1138.402,439.1718,218.9616,0.8668,305.8594,0.9698,75764,0.7522,2.0057,0.7124,0.6964,0.006,0.003,0.485,0.9728,Kirmizi_Pistachio
458,107831,1380.111,436.3386,320.24,0.6792,370.533,0.9619,112106,0.7476,1.3625,0.7114,0.8492,0.004,0.003,0.7211,0.9825,Siit_Pistachio
459,81602,1103.3149,427.3608,244.3418,0.8204,322.3335,0.9828,83031,0.7828,1.749,0.8424,0.7542,0.0052,0.003,0.5689,0.995,Siit_Pistachio
460,76164,1123.151,457.5223,214.1462,0.8837,311.4081,0.9788,77811,0.7506,2.1365,0.7587,0.6806,0.006,0.0028,0.4633,0.9898,Kirmizi_Pistachio
461,62618,2125.248,401.2702,248.3522,0.7855,282.361,0.8125,77070,0.6333,1.6157,0.1742,0.7037,0.0064,0.004,0.4951,0.8,Kirmizi_Pistachio
462,97655,1329.3571,473.6825,264.9027,0.829,352.6162,0.9721,100459,0.7749,1.7881,0.6944,0.7444,0.0049,0.0027,0.5542,0.9909,Siit_Pistachio
463,79711,1419.0811,488.5091,217.491,0.8954,318.5768,0.9506,83855,0.7406,2.2461,0.4974,0.6521,0.0061,0.0027,0.4253,0.9552,Kirmizi_Pistachio
